exec_name,block_size,variant,throughput,time_ms,exp,n
cu8_reduction_add_1024_2,1024,2,33349532502.329224,2.51536,23,8388608
cu8_reduction_add_1024_2,1024,2,28636159704.70819,5.858752,24,16777216
cu8_reduction_add_64_4,64,4,99132589.795922,0.025824,8,256
cu8_reduction_add_64_4,64,4,180790958.702117,0.02832,9,512
cu8_reduction_add_64_4,64,4,381861578.526138,0.026816,10,1024
cu8_reduction_add_64_4,64,4,812182751.135266,0.025216,11,2048
cu8_reduction_add_64_4,64,4,1604010037.795956,0.025536,12,4096
cu8_reduction_add_64_4,64,4,3417890509.09103,0.023968,13,8192
cu8_reduction_add_64_4,64,4,5487674151.773387,0.029856,14,16384
cu8_reduction_add_64_4,64,4,9597001091.300102,0.034144,15,32768
cu8_reduction_add_64_4,64,4,15444946981.159742,0.042432,16,65536
cu8_reduction_add_64_4,64,4,22057081365.584953,0.059424,17,131072
cu8_reduction_add_64_4,64,4,32213920813.20978,0.081376,18,262144
cu8_reduction_add_64_4,64,4,42633359531.676575,0.122976,19,524288
cu8_reduction_add_64_4,64,4,49290012178.369354,0.212736,20,1048576
cu8_reduction_add_64_4,64,4,53263978800.65197,0.393728,21,2097152
cu8_reduction_add_64_4,64,4,54986785483.322556,0.762784,22,4194304
cu8_reduction_add_64_4,64,4,55656899013.18684,1.5072,23,8388608
cu8_reduction_add_64_4,64,4,54542314077.18805,3.076,24,16777216
cu8_reduction_add_128_4,128,4,84121977.350365,0.030432,8,256
cu8_reduction_add_128_4,128,4,182232343.445282,0.028096,9,512
cu8_reduction_add_128_4,128,4,430107532.69966,0.023808,10,1024
cu8_reduction_add_128_4,128,4,804020107.585089,0.025472,11,2048
cu8_reduction_add_128_4,128,4,1401971522.676189,0.029216,12,4096
cu8_reduction_add_128_4,128,4,3033175361.473993,0.027008,13,8192
cu8_reduction_add_128_4,128,4,5765765727.174952,0.028416,14,16384
cu8_reduction_add_128_4,128,4,8318440229.709605,0.039392,15,32768
cu8_reduction_add_128_4,128,4,15962587712.684649,0.041056,16,65536
cu8_reduction_add_128_4,128,4,22667404439.69155,0.057824,17,131072
cu8_reduction_add_128_4,128,4,32405063699.38713,0.080896,18,262144
cu8_reduction_add_128_4,128,4,42270382127.16279,0.124032,19,524288
cu8_reduction_add_128_4,128,4,49951219887.62283,0.20992,20,1048576
cu8_reduction_add_128_4,128,4,52830310167.23293,0.39696,21,2097152
cu8_reduction_add_128_4,128,4,55466125099.164314,0.756192,22,4194304
cu8_reduction_add_128_4,128,4,56558717897.53098,1.483168,23,8388608
cu8_reduction_add_128_4,128,4,55602005858.33647,3.017376,24,16777216
cu8_reduction_add_256_4,256,4,90497736.341876,0.028288,8,256
